timestamp,id_maquina,temperatura,rotacao_rpm,vibracao_mm_s,pressao_bar,falha
2026-01-01 02:00:47.108380,2,88.2,1895,50.67,14.75,1
2026-01-01 02:01:47.108380,4,68.56,1918,25.54,11.96,0
2026-01-01 02:02:47.108380,4,59.44,1964,29.66,14.19,0
2026-01-01 02:03:47.108380,4,84.0,2169,33.45,18.2,0
2026-01-01 02:04:47.108380,1,97.95,1877,55.23,14.17,1
2026-01-01 02:05:47.108380,3,53.95,2136,24.96,13.96,0
2026-01-01 02:06:47.108380,4,91.16,1956,46.25,12.35,1
2026-01-01 02:07:47.108380,1,86.0,1435,51.75,9.11,1
2026-01-01 02:08:47.108380,4,63.73,1878,27.07,11.77,0
2026-01-01 02:09:47.108380,5,55.04,1963,42.75,10.81,0
2026-01-01 02:10:47.108380,3,86.0,1889,50.68,15.59,1
2026-01-01 02:11:47.108380,5,70.82,1635,23.17,12.11,0
2026-01-01 02:12:47.108380,5,48.15,2161,31.1,11.12,0
2026-01-01 02:13:47.108380,3,70.38,1533,24.71,12.08,0
2026-01-01 02:14:47.108380,5,86.0,2342,46.49,10.34,1
2026-01-01 02:15:47.108380,5,66.76,2144,24.1,13.81,0
2026-01-01 02:16:47.108380,1,63.82,2171,27.88,11.77,0
2026-01-01 02:17:47.108380,5,72.12,1949,24.74,13.77,0
2026-01-01 02:18:47.108380,1,73.35,1962,28.07,9.71,0
2026-01-01 02:19:47.108380,3,73.3,1399,27.77,13.23,1
2026-01-01 02:20:47.108380,5,56.66,1377,23.81,9.5,0
2026-01-01 02:21:47.108380,4,53.12,1784,17.34,14.96,0
2026-01-01 02:22:47.108380,2,69.24,1640,31.65,12.86,0
2026-01-01 02:23:47.108380,4,92.48,1493,46.0,11.62,1
2026-01-01 02:24:47.108380,2,90.74,1941,46.0,10.29,1
2026-01-01 02:25:47.108380,2,76.02,2076,28.08,11.42,0
2026-01-01 02:26:47.108380,5,88.92,1836,49.55,11.95,1
2026-01-01 02:27:47.108380,1,59.89,2004,27.8,8.43,0
2026-01-01 02:28:47.108380,5,73.15,1857,26.92,13.7,0
2026-01-01 02:29:47.108380,3,88.43,1815,54.23,13.58,1
2026-01-01 02:30:47.108380,1,72.52,1795,34.52,11.03,1
2026-01-01 02:31:47.108380,4,70.04,1732,26.53,12.06,0
2026-01-01 02:32:47.108380,1,92.74,1627,46.76,9.18,1
2026-01-01 02:33:47.108380,2,72.44,1871,27.99,13.37,0
2026-01-01 02:34:47.108380,2,86.0,1659,53.33,13.92,1
2026-01-01 02:35:47.108380,4,74.01,1823,28.07,10.99,0
2026-01-01 02:36:47.108380,2,97.39,1518,59.84,14.98,1
2026-01-01 02:37:47.108380,4,67.79,1842,16.5,13.81,0
2026-01-01 02:38:47.108380,1,63.43,1537,24.13,14.09,0
2026-01-01 02:39:47.108380,4,78.2,1789,27.47,13.28,0
2026-01-01 02:40:47.108380,4,62.2,1534,22.34,10.73,0
2026-01-01 02:41:47.108380,2,58.44,1977,41.4,11.83,0
2026-01-01 02:42:47.108380,5,73.61,1637,28.27,11.73,0
2026-01-01 02:43:47.108380,3,88.53,1809,52.26,8.23,1
2026-01-01 02:44:47.108380,4,61.5,2084,23.68,13.91,0
2026-01-01 02:45:47.108380,1,68.74,2031,16.83,11.93,0
2026-01-01 02:46:47.108380,5,86.0,1979,50.69,9.23,1
2026-01-01 02:47:47.108380,2,58.43,2005,34.13,9.85,0
2026-01-01 02:48:47.108380,4,90.5,2025,55.61,11.19,1
2026-01-01 02:49:47.108380,1,69.27,1704,28.32,10.21,0
2026-01-01 02:50:47.108380,1,88.8,1601,46.75,10.51,1
2026-01-01 02:51:47.108380,1,59.88,1678,25.89,11.96,0
2026-01-01 02:52:47.108380,5,70.06,1820,24.5,10.29,0
2026-01-01 02:53:47.108380,2,99.95,1200,47.37,8.63,1
2026-01-01 02:54:47.108380,5,89.72,1790,53.62,12.12,1
2026-01-01 02:55:47.108380,3,69.78,1843,38.9,11.57,0
2026-01-01 02:56:47.108380,1,68.17,1995,28.65,9.74,0
2026-01-01 02:57:47.108380,3,55.35,1881,37.01,13.28,0
2026-01-01 02:58:47.108380,3,59.09,1591,26.72,12.4,0
2026-01-01 02:59:47.108380,2,66.67,1517,23.94,11.94,0
2026-01-01 03:00:47.108380,4,64.93,1915,22.01,9.35,0
2026-01-01 03:01:47.108380,5,48.72,1729,22.05,8.1,0
2026-01-01 03:02:47.108380,5,68.26,1792,23.9,9.82,0
2026-01-01 03:03:47.108380,3,92.73,1246,48.74,11.24,1
2026-01-01 03:04:47.108380,5,74.22,1851,38.66,13.41,0
2026-01-01 03:05:47.108380,5,74.36,1532,33.62,13.66,0
2026-01-01 03:06:47.108380,1,88.79,2002,54.96,13.26,1
2026-01-01 03:07:47.108380,4,64.3,1785,27.81,13.44,0
2026-01-01 03:08:47.108380,4,74.77,1570,31.73,10.37,0
2026-01-01 03:09:47.108380,1,64.17,1658,28.85,8.56,0
2026-01-01 03:10:47.108380,4,79.9,1762,29.41,10.04,0
2026-01-01 03:11:47.108380,5,79.88,1680,34.15,9.98,0
2026-01-01 03:12:47.108380,2,82.41,1580,24.28,12.33,0
2026-01-01 03:13:47.108380,5,81.83,1896,32.05,14.01,0
2026-01-01 03:14:47.108380,5,79.78,1899,26.42,12.5,0
2026-01-01 03:15:47.108380,4,67.67,1901,24.3,16.17,0
2026-01-01 03:16:47.108380,4,65.47,1894,21.33,9.16,0
2026-01-01 03:17:47.108380,3,86.0,1783,46.0,11.61,1
2026-01-01 03:18:47.108380,3,66.54,2035,26.44,13.82,0
2026-01-01 03:19:47.108380,3,73.06,1884,25.32,12.81,0
2026-01-01 03:20:47.108380,3,64.0,2050,20.62,12.16,0
2026-01-01 03:21:47.108380,3,68.09,1489,21.4,13.25,0
2026-01-01 03:22:47.108380,5,72.93,1591,23.43,13.53,0
2026-01-01 03:23:47.108380,4,90.82,1787,49.72,9.81,1
2026-01-01 03:24:47.108380,2,69.99,1489,28.57,9.79,0
2026-01-01 03:25:47.108380,3,69.14,1557,28.34,12.16,0
2026-01-01 03:26:47.108380,2,84.0,1876,37.39,11.73,0
2026-01-01 03:27:47.108380,1,71.09,1723,9.62,11.76,0
2026-01-01 03:28:47.108380,2,57.63,1460,24.79,10.7,0
2026-01-01 03:29:47.108380,1,68.02,1847,26.41,10.48,0
2026-01-01 03:30:47.108380,5,60.24,1589,26.71,14.13,0
2026-01-01 03:31:47.108380,1,86.0,1746,46.0,9.72,1
2026-01-01 03:32:47.108380,2,90.65,1499,46.0,10.56,1
2026-01-01 03:33:47.108380,2,86.0,1563,47.27,11.63,1
2026-01-01 03:34:47.108380,2,94.82,1693,56.45,11.75,1
2026-01-01 03:35:47.108380,2,93.19,1640,47.03,11.64,1
2026-01-01 03:36:47.108380,4,72.56,1867,32.45,12.08,0
2026-01-01 03:37:47.108380,5,89.72,1601,49.26,15.95,1
2026-01-01 03:38:47.108380,1,65.97,1773,28.99,13.34,0
2026-01-01 03:39:47.108380,2,64.15,1706,18.76,11.74,0
2026-01-01 03:40:47.108380,3,65.73,2157,29.97,12.33,0
2026-01-01 03:41:47.108380,2,67.43,1929,30.15,11.99,0
2026-01-01 03:42:47.108380,4,95.89,1961,56.37,11.22,1
2026-01-01 03:43:47.108380,2,80.96,1706,15.34,11.49,0
2026-01-01 03:44:47.108380,3,74.33,1543,17.46,13.64,0
2026-01-01 03:45:47.108380,3,60.72,1884,30.4,11.02,0
2026-01-01 03:46:47.108380,2,86.0,2095,46.0,13.68,1
2026-01-01 03:47:47.108380,4,60.11,1433,13.71,10.86,0
2026-01-01 03:48:47.108380,4,88.08,2141,46.0,11.04,1
2026-01-01 03:49:47.108380,3,94.74,1802,46.0,9.57,1
2026-01-01 03:50:47.108380,3,95.98,2105,46.83,15.18,1
2026-01-01 03:51:47.108380,5,99.11,1728,59.03,13.7,1
2026-01-01 03:52:47.108380,5,86.0,2037,46.72,10.81,1
2026-01-01 03:53:47.108380,5,72.95,1653,33.45,15.68,0
2026-01-01 03:54:47.108380,1,71.28,1720,30.41,10.8,0
2026-01-01 03:55:47.108380,5,75.09,1876,28.25,11.4,0
2026-01-01 03:56:47.108380,5,66.76,1492,27.58,13.23,0
2026-01-01 03:57:47.108380,5,92.23,1838,48.86,11.47,1
2026-01-01 03:58:47.108380,4,90.74,1662,48.17,11.19,1
2026-01-01 03:59:47.108380,2,69.48,1977,31.51,9.99,0
2026-01-01 04:00:47.108380,4,81.34,1885,35.72,10.33,0
2026-01-01 04:01:47.108380,3,89.17,2030,55.79,11.97,1
2026-01-01 04:02:47.108380,5,68.21,1623,34.58,15.33,0
2026-01-01 04:03:47.108380,2,70.82,2015,23.4,14.16,0
2026-01-01 04:04:47.108380,4,67.15,1517,27.68,14.85,0
2026-01-01 04:05:47.108380,4,60.14,1481,19.19,11.98,0
2026-01-01 04:06:47.108380,5,77.02,2145,27.94,12.09,0
2026-01-01 04:07:47.108380,1,95.74,1578,47.16,16.14,1
2026-01-01 04:08:47.108380,5,84.0,1666,26.61,8.29,0
2026-01-01 04:09:47.108380,2,96.61,1820,54.63,11.34,1
2026-01-01 04:10:47.108380,5,69.8,1692,29.83,8.59,0
2026-01-01 04:11:47.108380,1,82.38,1630,31.01,9.69,0
2026-01-01 04:12:47.108380,2,56.23,1589,23.21,13.47,0
2026-01-01 04:13:47.108380,4,73.69,1836,26.15,15.29,0
2026-01-01 04:14:47.108380,3,62.43,1723,19.09,10.61,0
2026-01-01 04:15:47.108380,4,65.97,1913,27.73,11.13,0
2026-01-01 04:16:47.108380,3,73.72,1741,30.76,11.72,0
2026-01-01 04:17:47.108380,1,92.44,1607,55.01,10.83,1
2026-01-01 04:18:47.108380,4,66.79,1672,21.35,14.08,0
2026-01-01 04:19:47.108380,3,102.48,1624,46.0,9.95,1
2026-01-01 04:20:47.108380,3,58.27,1629,28.51,8.33,0
2026-01-01 04:21:47.108380,2,56.61,1715,24.38,11.88,0
2026-01-01 04:22:47.108380,5,60.35,1799,33.33,12.55,0
2026-01-01 04:23:47.108380,4,62.3,1506,30.88,14.58,0
2026-01-01 04:24:47.108380,1,66.57,1607,32.72,14.11,0
2026-01-01 04:25:47.108380,1,99.31,1680,46.0,12.69,1
2026-01-01 04:26:47.108380,1,98.79,1548,56.03,13.49,1
2026-01-01 04:27:47.108380,1,86.0,1698,61.87,9.43,1
2026-01-01 04:28:47.108380,4,59.71,2091,32.39,10.4,0
2026-01-01 04:29:47.108380,4,65.83,1753,35.29,13.98,0
2026-01-01 04:30:47.108380,3,92.16,1992,51.53,13.15,1
2026-01-01 04:31:47.108380,3,55.52,1625,29.12,11.0,0
2026-01-01 04:32:47.108380,5,86.0,1730,51.57,11.06,1
2026-01-01 04:33:47.108380,5,89.53,2029,47.54,11.55,1
2026-01-01 04:34:47.108380,3,89.31,2107,46.0,12.49,1
2026-01-01 04:35:47.108380,3,93.42,1798,51.14,13.92,1
2026-01-01 04:36:47.108380,3,91.43,1914,47.77,12.68,1
2026-01-01 04:37:47.108380,5,72.43,1975,25.87,10.68,0
2026-01-01 04:38:47.108380,4,91.58,1665,54.63,7.63,1
2026-01-01 04:39:47.108380,2,57.39,1611,19.85,11.21,0
2026-01-01 04:40:47.108380,5,73.85,1712,31.1,17.13,0
2026-01-01 04:41:47.108380,2,65.1,1816,21.08,12.72,0
2026-01-01 04:42:47.108380,4,86.0,1874,59.11,12.3,1
2026-01-01 04:43:47.108380,5,72.3,2042,28.07,11.98,0
2026-01-01 04:44:47.108380,5,90.42,1962,52.06,12.87,1
2026-01-01 04:45:47.108380,1,69.42,1737,26.32,8.26,0
2026-01-01 04:46:47.108380,2,91.55,1368,48.32,11.41,1
2026-01-01 04:47:47.108380,4,91.89,1329,47.22,11.59,1
2026-01-01 04:48:47.108380,1,53.52,1643,20.1,8.87,0
2026-01-01 04:49:47.108380,1,74.26,1878,16.94,11.63,0
2026-01-01 04:50:47.108380,2,74.81,1926,24.28,6.68,0
2026-01-01 04:51:47.108380,3,69.47,2125,29.62,11.11,0
2026-01-01 04:52:47.108380,1,68.49,1883,35.59,10.46,0
2026-01-01 04:53:47.108380,1,67.08,1779,30.37,12.84,0
2026-01-01 04:54:47.108380,2,67.32,2212,32.66,15.09,0
2026-01-01 04:55:47.108380,3,78.81,1931,27.02,11.47,0
2026-01-01 04:56:47.108380,3,76.84,1830,23.29,13.12,0
2026-01-01 04:57:47.108380,4,88.11,1913,55.8,10.09,1
2026-01-01 04:58:47.108380,5,92.47,1503,50.48,13.06,1
2026-01-01 04:59:47.108380,1,80.71,1837,24.78,12.93,0
2026-01-01 05:00:47.108380,4,69.5,1889,30.82,9.52,0
2026-01-01 05:01:47.108380,1,82.03,1493,31.48,13.49,0
2026-01-01 05:02:47.108380,2,69.94,1909,23.39,11.37,0
2026-01-01 05:03:47.108380,2,64.11,1704,34.98,13.48,0
2026-01-01 05:04:47.108380,4,77.86,1738,32.22,8.37,0
2026-01-01 05:05:47.108380,2,86.68,1874,47.09,10.77,1
2026-01-01 05:06:47.108380,5,69.19,2079,29.06,11.78,0
2026-01-01 05:07:47.108380,2,84.0,1950,37.13,10.88,0
2026-01-01 05:08:47.108380,5,67.81,1815,27.95,11.59,0
2026-01-01 05:09:47.108380,5,89.35,1691,55.16,14.98,1
2026-01-01 05:10:47.108380,3,71.64,1978,30.61,7.67,0
2026-01-01 05:11:47.108380,1,96.83,1737,48.55,9.18,1
2026-01-01 05:12:47.108380,4,95.65,1700,46.38,11.18,1
2026-01-01 05:13:47.108380,3,64.73,1580,27.44,9.24,0
2026-01-01 05:14:47.108380,2,94.55,1626,55.52,9.79,1
2026-01-01 05:15:47.108380,3,71.98,2083,26.43,12.58,0
2026-01-01 05:16:47.108380,2,78.32,1405,28.51,11.87,0
2026-01-01 05:17:47.108380,2,86.0,1985,56.68,13.58,1
2026-01-01 05:18:47.108380,5,71.13,1781,24.9,10.55,0
2026-01-01 05:19:47.108380,2,66.5,1352,25.23,9.26,0
2026-01-01 05:20:47.108380,3,59.17,1710,23.04,9.81,0
2026-01-01 05:21:47.108380,4,57.44,1666,22.08,11.62,0
2026-01-01 05:22:47.108380,2,69.78,1998,27.82,9.66,0
2026-01-01 05:23:47.108380,4,67.51,1802,30.22,13.98,0
2026-01-01 05:24:47.108380,5,65.52,1863,34.84,12.16,0
2026-01-01 05:25:47.108380,5,87.5,1515,51.15,11.55,1
2026-01-01 05:26:47.108380,1,67.17,1883,18.52,10.28,0
2026-01-01 05:27:47.108380,3,71.51,1824,38.13,11.61,0
2026-01-01 05:28:47.108380,1,66.69,1864,23.12,12.27,0
2026-01-01 05:29:47.108380,4,87.66,1583,50.3,14.89,1
2026-01-01 05:30:47.108380,2,98.36,1514,53.28,8.94,1
2026-01-01 05:31:47.108380,5,70.0,1876,34.05,13.09,0
2026-01-01 05:32:47.108380,1,69.76,1600,23.15,13.89,0
2026-01-01 05:33:47.108380,5,63.99,1518,25.47,11.2,0
2026-01-01 05:34:47.108380,2,68.05,1937,23.52,9.2,0
2026-01-01 05:35:47.108380,5,69.79,1687,30.99,10.93,0
2026-01-01 05:36:47.108380,1,65.51,1629,24.03,11.82,0
2026-01-01 05:37:47.108380,2,69.44,1800,23.3,10.91,0
2026-01-01 05:38:47.108380,2,65.26,1661,19.43,11.8,0
2026-01-01 05:39:47.108380,5,71.17,1537,22.51,11.53,0
2026-01-01 05:40:47.108380,4,91.28,2032,57.53,11.78,1
2026-01-01 05:41:47.108380,5,84.0,1861,35.55,14.9,0
2026-01-01 05:42:47.108380,3,74.93,1609,23.5,11.82,0
2026-01-01 05:43:47.108380,4,97.88,1463,57.26,12.66,1
2026-01-01 05:44:47.108380,4,55.07,2061,25.6,11.16,0
2026-01-01 05:45:47.108380,4,61.66,1752,31.27,14.34,0
2026-01-01 05:46:47.108380,5,67.02,1624,32.05,15.84,0
2026-01-01 05:47:47.108380,5,88.16,1704,54.2,11.86,1
2026-01-01 05:48:47.108380,3,89.75,1887,48.82,11.57,1
2026-01-01 05:49:47.108380,3,74.73,2154,37.56,12.25,0
2026-01-01 05:50:47.108380,4,77.32,2146,35.07,12.23,0
2026-01-01 05:51:47.108380,4,79.26,1402,26.94,10.34,0
2026-01-01 05:52:47.108380,5,84.0,1844,30.95,15.1,0
2026-01-01 05:53:47.108380,4,60.33,1994,24.04,8.98,0
2026-01-01 05:54:47.108380,5,66.75,1781,23.57,11.87,0
2026-01-01 05:55:47.108380,4,69.62,1943,43.81,14.16,0
2026-01-01 05:56:47.108380,5,92.82,1718,58.55,7.61,1
2026-01-01 05:57:47.108380,4,82.17,1896,27.74,11.22,0
2026-01-01 05:58:47.108380,5,68.93,1607,19.73,13.55,0
2026-01-01 05:59:47.108380,1,92.85,1954,57.74,10.74,1
2026-01-01 06:00:47.108380,5,86.0,1959,55.48,12.34,1
2026-01-01 06:01:47.108380,2,60.7,2048,35.61,14.36,0
2026-01-01 06:02:47.108380,4,86.87,2179,54.81,13.06,1
2026-01-01 06:03:47.108380,2,59.42,2058,30.04,12.83,0
2026-01-01 06:04:47.108380,3,97.63,1704,50.48,12.75,1
2026-01-01 06:05:47.108380,4,58.93,1769,19.56,9.34,0
2026-01-01 06:06:47.108380,3,86.0,1438,51.67,11.96,1
2026-01-01 06:07:47.108380,4,71.57,1921,21.53,8.31,1
2026-01-01 06:08:47.108380,1,86.0,1804,48.09,11.4,1
2026-01-01 06:09:47.108380,5,77.6,1649,26.24,12.72,0
2026-01-01 06:10:47.108380,3,64.75,1708,25.04,15.24,0
2026-01-01 06:11:47.108380,4,71.96,2262,24.06,11.91,0
2026-01-01 06:12:47.108380,2,95.65,1775,54.45,14.53,1
2026-01-01 06:13:47.108380,3,72.19,1922,32.01,8.99,0
2026-01-01 06:14:47.108380,3,62.24,1538,34.05,17.6,0
2026-01-01 06:15:47.108380,1,78.7,1895,27.41,10.68,0
2026-01-01 06:16:47.108380,3,70.29,1643,25.76,9.83,0
2026-01-01 06:17:47.108380,4,75.33,1901,31.24,13.06,0
2026-01-01 06:18:47.108380,5,64.99,2024,29.48,12.02,0
2026-01-01 06:19:47.108380,5,75.52,1940,25.59,11.61,0
2026-01-01 06:20:47.108380,2,78.87,1871,28.41,11.47,0
2026-01-01 06:21:47.108380,4,56.7,2119,27.73,12.84,0
2026-01-01 06:22:47.108380,1,84.0,1675,27.67,15.63,0
2026-01-01 06:23:47.108380,5,62.55,1872,23.26,8.58,0
2026-01-01 06:24:47.108380,5,59.67,1676,29.91,8.27,0
2026-01-01 06:25:47.108380,5,86.0,1432,52.58,11.82,1
2026-01-01 06:26:47.108380,3,84.0,1375,28.68,13.24,0
2026-01-01 06:27:47.108380,2,59.93,2049,40.12,15.38,0
2026-01-01 06:28:47.108380,4,68.02,1515,29.11,12.33,0
2026-01-01 06:29:47.108380,4,71.62,1500,28.87,15.14,0
2026-01-01 06:30:47.108380,2,62.63,1830,44.0,12.76,0
2026-01-01 06:31:47.108380,3,60.59,1566,26.76,11.62,0
2026-01-01 06:32:47.108380,4,64.09,1948,27.63,9.74,0
2026-01-01 06:33:47.108380,3,77.52,1851,32.64,11.45,0
2026-01-01 06:34:47.108380,2,61.17,1666,41.12,10.67,0
2026-01-01 06:35:47.108380,2,69.05,1838,25.77,12.75,1
2026-01-01 06:36:47.108380,3,71.42,1608,27.22,14.84,0
2026-01-01 06:37:47.108380,2,65.21,1635,33.79,13.29,0
2026-01-01 06:38:47.108380,2,62.06,1578,23.91,9.52,0
2026-01-01 06:39:47.108380,1,86.5,1849,54.01,13.8,1
2026-01-01 06:40:47.108380,2,67.9,1623,21.16,10.44,0
2026-01-01 06:41:47.108380,4,65.87,2054,18.12,13.67,0
2026-01-01 06:42:47.108380,2,70.92,1979,24.35,10.55,0
2026-01-01 06:43:47.108380,1,66.23,1916,24.78,11.03,0
2026-01-01 06:44:47.108380,5,68.95,1837,20.36,11.6,0
2026-01-01 06:45:47.108380,3,66.68,1692,24.84,11.3,0
2026-01-01 06:46:47.108380,3,76.0,1726,25.89,11.48,0
2026-01-01 06:47:47.108380,3,46.79,1907,34.1,10.09,0
2026-01-01 06:48:47.108380,3,61.09,1710,35.26,14.29,0
2026-01-01 06:49:47.108380,3,71.01,2066,23.98,11.66,0
2026-01-01 06:50:47.108380,4,79.71,2002,41.24,13.56,0
2026-01-01 06:51:47.108380,5,56.19,1584,43.62,15.44,0
2026-01-01 06:52:47.108380,5,59.98,1851,29.83,11.56,0
2026-01-01 06:53:47.108380,3,87.73,1587,46.0,14.1,1
2026-01-01 06:54:47.108380,2,68.82,2129,29.72,9.01,0
2026-01-01 06:55:47.108380,1,49.33,1773,37.45,12.15,1
2026-01-01 06:56:47.108380,3,93.98,1599,54.84,12.94,1
2026-01-01 06:57:47.108380,5,73.0,1721,15.06,16.1,0
2026-01-01 06:58:47.108380,2,57.47,1830,30.91,8.71,0
2026-01-01 06:59:47.108380,5,89.1,1973,54.35,10.87,1
2026-01-01 07:00:47.108380,4,92.0,1770,52.8,12.78,1
2026-01-01 07:01:47.108380,4,72.91,2121,24.87,9.34,0
2026-01-01 07:02:47.108380,3,65.47,1923,22.11,10.76,0
2026-01-01 07:03:47.108380,4,95.01,1768,46.0,14.16,1
2026-01-01 07:04:47.108380,1,91.8,1706,50.4,13.12,1
2026-01-01 07:05:47.108380,1,74.2,1897,24.12,15.35,0
2026-01-01 07:06:47.108380,1,58.81,1945,34.39,11.72,0
2026-01-01 07:07:47.108380,4,71.08,1595,17.74,6.67,0
2026-01-01 07:08:47.108380,3,71.72,1921,26.16,12.8,0
2026-01-01 07:09:47.108380,2,96.57,1428,49.77,10.05,1
2026-01-01 07:10:47.108380,1,68.53,1923,26.27,11.88,0
2026-01-01 07:11:47.108380,3,95.37,1902,50.72,11.98,1
2026-01-01 07:12:47.108380,2,63.01,1668,16.5,9.97,0
2026-01-01 07:13:47.108380,1,90.94,1815,52.81,12.46,1
2026-01-01 07:14:47.108380,1,96.2,1874,53.76,11.21,1
2026-01-01 07:15:47.108380,4,55.51,1748,24.39,10.7,0
2026-01-01 07:16:47.108380,4,66.04,1642,34.2,12.44,0
2026-01-01 07:17:47.108380,2,74.0,1650,19.35,11.37,0
2026-01-01 07:18:47.108380,3,63.54,1646,27.42,10.36,0
2026-01-01 07:19:47.108380,2,91.56,1783,46.78,13.25,1
2026-01-01 07:20:47.108380,3,63.09,2346,23.37,14.21,0
2026-01-01 07:21:47.108380,1,64.23,2138,30.18,9.44,0
2026-01-01 07:22:47.108380,5,64.71,1692,36.12,13.02,0
2026-01-01 07:23:47.108380,4,74.56,1663,29.69,12.05,0
2026-01-01 07:24:47.108380,5,61.25,1802,25.26,14.82,0
2026-01-01 07:25:47.108380,2,77.78,1529,28.78,11.71,0
2026-01-01 07:26:47.108380,5,90.37,1878,51.14,9.61,1
2026-01-01 07:27:47.108380,3,72.24,1597,24.13,9.94,0
2026-01-01 07:28:47.108380,1,86.0,1785,52.5,12.22,1
2026-01-01 07:29:47.108380,2,76.21,1711,31.44,8.87,0
2026-01-01 07:30:47.108380,5,69.38,1698,28.31,12.49,0
2026-01-01 07:31:47.108380,4,67.25,1630,23.16,11.93,0
2026-01-01 07:32:47.108380,4,92.7,2298,52.57,10.78,1
2026-01-01 07:33:47.108380,2,60.84,1631,16.86,11.72,0
2026-01-01 07:34:47.108380,4,71.68,1615,29.85,11.98,0
2026-01-01 07:35:47.108380,5,65.19,1857,34.24,8.18,0
2026-01-01 07:36:47.108380,1,60.89,1549,36.94,11.67,0
2026-01-01 07:37:47.108380,2,75.75,1805,33.86,14.54,0
2026-01-01 07:38:47.108380,1,65.79,2206,33.82,11.92,0
2026-01-01 07:39:47.108380,1,93.16,2015,48.29,14.49,1
2026-01-01 07:40:47.108380,5,76.55,1595,20.89,15.11,0
2026-01-01 07:41:47.108380,2,74.86,1781,31.18,9.69,0
2026-01-01 07:42:47.108380,1,92.37,2029,53.41,13.3,1
2026-01-01 07:43:47.108380,1,93.8,1534,52.23,11.15,1
2026-01-01 07:44:47.108380,5,74.97,1767,31.96,13.75,0
2026-01-01 07:45:47.108380,3,84.0,1814,17.65,11.33,0
2026-01-01 07:46:47.108380,4,58.57,2405,26.38,13.95,0
2026-01-01 07:47:47.108380,2,61.62,2142,19.57,10.07,0
2026-01-01 07:48:47.108380,4,66.95,1906,21.89,11.59,0
2026-01-01 07:49:47.108380,5,95.75,1621,56.69,18.23,1
2026-01-01 07:50:47.108380,4,49.99,1651,25.81,13.25,0
2026-01-01 07:51:47.108380,3,79.42,1596,29.38,10.96,0
2026-01-01 07:52:47.108380,2,45.78,2070,21.95,10.54,0
2026-01-01 07:53:47.108380,2,89.17,1701,50.78,13.87,1
2026-01-01 07:54:47.108380,3,72.19,1877,24.45,12.23,0
2026-01-01 07:55:47.108380,3,59.53,1756,25.49,13.67,0
2026-01-01 07:56:47.108380,1,90.48,1940,50.9,11.71,1
2026-01-01 07:57:47.108380,1,93.48,1863,47.32,9.78,1
2026-01-01 07:58:47.108380,3,86.0,1863,50.78,11.04,1
2026-01-01 07:59:47.108380,1,77.03,1832,32.42,10.73,0
2026-01-01 08:00:47.108380,3,87.44,1675,53.88,9.11,1
2026-01-01 08:01:47.108380,2,51.97,1774,23.81,13.37,0
2026-01-01 08:02:47.108380,2,58.0,1200,27.35,11.25,0
2026-01-01 08:03:47.108380,1,64.95,1726,28.95,9.8,0
2026-01-01 08:04:47.108380,3,66.05,1853,23.64,10.46,0
2026-01-01 08:05:47.108380,1,65.22,1943,25.34,11.44,1
2026-01-01 08:06:47.108380,4,86.0,2178,53.34,12.94,1
2026-01-01 08:07:47.108380,5,77.99,1550,27.86,13.39,0
2026-01-01 08:08:47.108380,5,71.07,1801,32.91,14.93,0
2026-01-01 08:09:47.108380,4,73.88,2180,29.56,9.56,0
2026-01-01 08:10:47.108380,5,88.68,1799,61.91,10.28,1
2026-01-01 08:11:47.108380,5,58.56,1604,24.96,10.29,0
2026-01-01 08:12:47.108380,4,91.78,1555,54.24,10.4,1
2026-01-01 08:13:47.108380,2,48.39,1675,19.26,12.27,0
2026-01-01 08:14:47.108380,3,69.32,1834,29.75,10.07,0
2026-01-01 08:15:47.108380,5,71.74,1834,37.54,10.26,0
2026-01-01 08:16:47.108380,4,71.02,2199,20.31,12.16,0
2026-01-01 08:17:47.108380,2,74.59,2154,21.83,14.1,0
2026-01-01 08:18:47.108380,1,86.0,1725,46.0,13.72,1
2026-01-01 08:19:47.108380,1,73.18,1910,27.32,15.0,0
2026-01-01 08:20:47.108380,2,50.0,2039,35.25,11.26,0
2026-01-01 08:21:47.108380,5,60.02,1964,23.17,10.31,0
2026-01-01 08:22:47.108380,3,61.18,2033,31.75,12.82,0
2026-01-01 08:23:47.108380,1,76.01,1746,22.88,9.26,0
2026-01-01 08:24:47.108380,5,79.77,1627,35.22,12.21,0
2026-01-01 08:25:47.108380,3,77.02,1619,35.74,14.24,0
2026-01-01 08:26:47.108380,2,64.99,1413,24.27,12.29,0
2026-01-01 08:27:47.108380,5,71.77,2168,24.69,10.58,0
2026-01-01 08:28:47.108380,2,67.87,1632,35.13,11.62,0
2026-01-01 08:29:47.108380,4,86.62,1891,53.61,16.08,1
2026-01-01 08:30:47.108380,5,77.96,1845,31.07,11.75,0
2026-01-01 08:31:47.108380,3,65.39,1397,31.33,12.7,0
2026-01-01 08:32:47.108380,4,79.48,1663,34.29,12.67,0
2026-01-01 08:33:47.108380,2,95.44,1789,61.12,9.77,1
2026-01-01 08:34:47.108380,5,90.93,2074,66.23,10.09,1
2026-01-01 08:35:47.108380,1,70.11,1657,32.18,14.47,0
2026-01-01 08:36:47.108380,2,57.26,1620,31.06,10.83,0
2026-01-01 08:37:47.108380,5,56.16,1661,25.39,12.41,0
